"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"INTL FCStone","INTL","123.69K","1.06B","33.93B","29.66","1.79"
"Intrepid Potash","IPI","873.69K","439.21M","169.57M","","1.15"
"Invacare","IVC","346.92K","525.13M","984.47M","","2.38"
"Investment Tech","ITG","169.04K","717.18M","501.24M","","1.66"
"Iridium","IRDM","701.85K","2.29B","486.10M","141.52","1.81"
"iRobot","IRBT","1.16M","2.89B","975.69M","44.82","1.33"
"Itron","ITRI","290.22K","2.57B","2.23B","","0.88"
"J & J Snack Foods","JJSF","76.23K","2.68B","1.15B","34.81","0.56"
"John Bean Tech","JBT","223.91K","3.50B","1.81B","37.8","1.2"
"Kaiser","KALU","121.47K","1.77B","1.49B","20.97","0.71"
"Kaman","KAMN","184.73K","1.82B","1.85B","27.06","0.73"
"KapStone Paper&Packaging","KS","545.25K","3.36B","3.44B","21.71","3.31"
"Kelly Services A","KELYA","162.08K","980.95M","5.51B","15.04","0.89"
"Kirklands","KIRK","152.09K","186.03M","643.72M","34.7","1.31"
"Kite","KRG","599.94K","1.46B","357.56M","","0.55"
"Knight Transportation","KNX","3.29M","5.82B","4.48B","23.39","1.63"
"Kopin","KOPN","586.86K","170.88M","29.13M","395.15","0.91"
"Koppers","KOP","127.24K","721.08M","1.59B","17.7","0.84"
"Korn/Ferry","KFY","477.44K","3.77B","1.82B","25.72","1.21"
"Kraton","KRA","161.68K","1.48B","2.02B","","1.29"
"Kulicke&Soffa","KLIC","607.87K","1.72B","920.18M","9.91","1.19"
"La-Z-Boy","LZB","475.01K","1.58B","1.61B","17.16","1"
"Lannett Com","LCI","1.18M","180.57M","652.78M","3.04","2.31"
"LCI Industries","LCII","213.47K","2.32B","2.44B","17.97","1.07"
"Legacy Texas Financial Grp","LTXB","221.91K","2.21B","223.41M","19.61","1.38"
"Lendingtree","TREE","239.97K","3.00B","697.57M","36.77","2.07"
"Lexington","LXP","988.80K","2.19B","407.99M","163.63","0.86"
"LGI Homes","LGIH","426.07K","1.30B","1.47B","9.71",""
"LHC Group","LHCG","282.80K","3.09B","1.36B","58.63","0.47"
"Ligand","LGND","287.87K","5.28B","230.04M","51.87","0.97"
"Lindsay","LNN","82.04K","980.42M","556.38M","40.35","0.32"
"Liquidity Services","LQDT","159.17K","231.29M","233.18M","","0.72"
"Lithia Motors","LAD","315.59K","2.10B","11.14B","7.49","1.59"
"Littelfuse","LFUS","168.50K","5.44B","1.50B","33.28","0.92"
"LivePerson","LPSN","415.81K","1.55B","233.78M","","1.05"
"LogMeIn","LOGM","596.84K","4.18B","1.13B","85.49","1.1"
"Lsb Industries","LXU","154.16K","204.30M","384.96M","","4.65"
"LSC Communications","LKSD","358.88K","408.46M","3.81B","",""
"LTC Properties","LTC","203.76K","1.81B","166.26M","13.97","0.09"
"Lumber Liquidators","LL","1.11M","496.01M","1.06B","","1.41"
"Lumentum Holdings Inc","LITE","2.37M","4.06B","1.25B","12.72",""
"Luminex","LMNX","269.76K","1.24B","314.58M","24.23","0.31"
"Lydall","LDL","84.54K","776.87M","736.14M","15.53","1.49"
"M/I Homes","MHO","213.02K","741.99M","2.09B","8.96","1.1"
"Magellan Health","MGLN","154.24K","1.84B","6.73B","18.09","0.38"
"Maiden Holdings","MHLD","648.91K","320.10M","2.86B","","1.3"
"ManTech","MANT","203.54K","2.54B","1.85B","35.24","0.82"
"Marcus","MCS","89.29K","1.11B","673.48M","21.21","0.54"
"MarineMax","HZO","294.43K","569.39M","1.12B","15.33","1.23"
"Marriot Vacations Worldwide","VAC","322.24K","3.30B","2.13B","26.28","1.41"
"Marten Transport","MRTN","296.41K","1.21B","737.43M","29.93","1.36"
"Masimo","MASI","547.74K","6.09B","843.44M","31.53","0.97"
"Materion","MTRN","91.87K","1.27B","1.22B","32.01","0.97"
"Matrix","MTRX","209.34K","576.69M","1.09B","179.28","0.96"
"Matson","MATX","209.22K","1.56B","2.13B","16.94","1.32"
"Matthews","MATW","171.55K","1.70B","1.59B","24.7","1.07"
"MDC","MDC","428.49K","1.84B","2.73B","9.43","1.41"
"Medidata","MDSO","547.34K","4.79B","586.41M","91.04","1.41"
"MEDIFAST","MED","210.38K","2.68B","371.13M","66.98","0.24"
"Mercury","MRCY","375.81K","2.47B","493.19M","61.58","0.46"
"Meridian","VIVO","311.16K","665.61M","210.17M","29.5","0.81"
"Merit","MMSI","302.17K","3.14B","798.08M","139.12","1.31"
"Meritage","MTH","372.47K","1.76B","3.39B","9.13","1.06"
"Methode Electronics","MEI","228.42K","1.48B","908.30M","13.45","1.02"
"MicroStrategy","MSTR","89.70K","1.63B","506.93M","40.64","0.64"
"MiMedx","MDXG","3.35M","466.35M","160.98M","14.65","1.53"
"MKS Instruments","MKSI","538.23K","4.93B","2.13B","12.75","0.88"
"Mobile Mini","MINI","211.22K","1.96B","565.99M","32.9","1.86"
"Momenta","MNTA","902.34K","2.13B","106.58M","","1.8"
"Monarch","MCRI","74.78K","851.67M","235.27M","28.69","1.04"
"Monotype","TYPE","284.48K","924.18M","242.90M","","1.04"
"Monro Muffler Brake","MNRO","301.77K","2.34B","1.15B","33.01","0.84"
"Moog","MOGa","106.55K","2.84B","2.66B","24.7","1.69"
"Motorcar Parts","MPAA","192.06K","490.31M","425.57M","57.68","1.76"
"Movado","MOV","197.98K","844.09M","595.83M","28.16","-0.08"
"MTS Systems","MTSC","74.21K","940.33M","781.64M","32.92","0.94"
"Mueller Industries","MLI","208.53K","1.90B","2.38B","19.43","1.48"
"Multi-Color","LABL","121.35K","1.25B","1.51B","27.98","0.73"
"Myers Industries","MYE","164.83K","786.81M","577.31M","34.59","1.6"
"MYR Group","MYRG","97.20K","581.78M","1.43B","24.72","0.53"
"Nanometrics","NANO","200.84K","1.03B","305.78M","20.59","1.77"
"National Presto Industries","NPK","52.43K","962.68M","342.27M","21.08","0.3"
"Natus","BABY","536.66K","1.22B","513.34M","","0.61"
"Nautilus","NLS","234.68K","441.62M","406.21M","23.15","1.13"
"Navigant","NCI","359.39K","1.07B","966.88M","38.15","0.88"
"NBT Bancorp","NBTB","134.19K","1.79B","230.97M","18.27","0.86"
"Neenah Paper","NP","62.36K","1.50B","1.03B","35.78","1.06"
"Nektar","NKTR","2.57M","10.95B","1.37B","13.05","2.18"
"Neogen","NEOG","174.21K","4.53B","402.26M","68.14","1.32"
"NETGEAR","NTGR","573.88K","2.31B","1.46B","62.46","2.04"
"Newpark Resources","NR","605.55K","987.08M","869.60M","39.09","1.5"
"NIC","EGOV","895.55K","1.14B","347.22M","19.81","0.69"
"Northern Oil&Gas","NOG","157.68K","971.82M","212.06M","","1.93"
"Northfield Bancorp","NFBK","106.51K","822.57M","75.46M","20.41","0.4"
"Northwest Bancshares","NWBI","549.16K","1.90B","228.31M","20.11","0.67"
"Northwest Natural Gas","NWN","120.82K","1.84B","717.89M","","0.26"
"NutriSystem","NTRI","830.24K","1.19B","691.63M","21.61","1.34"
"OFG Bancorp","OFG","340.88K","723.52M","208.39M","17.42","1.85"
"Old National Bancorp","ONB","756.01K","3.07B","393.13M","26.19","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.97B","1.13B","37.85",""
"Olympic Steel","ZEUS","136.53K","234.26M","1.47B","6.82","1.73"
"Omnicell","OMCL","289.31K","2.65B","756.01M","105.28","0.96"
"Onespan","OSPN","194.71K","732.11M","200.62M","126.36","1.4"
"Opus Bank","OPB","204.42K","1.02B","150.73M","","0.9"
"Orion Group","ORN","228.31K","256.84M","598.98M","52.71","1.16"
"Oritani","ORIT","201.86K","771.51M","78.84M","13.93","0.37"
"OSI Systems","OSIS","407.02K","1.39B","1.05B","56.34","0.89"
"Oxford Industries","OXM","159.98K","1.59B","1.09B","27.63","0.21"
"Papa John's","PZZA","1.10M","1.35B","1.73B","21.56","0.42"
"Park Electrochemical","PKE","136.21K","430.20M","114.88M","110.6","0.88"
"Patrick","PATK","248.98K","1.56B","2.04B","15.11","0.82"
"PDC Energy","PDCE","898.19K","3.63B","845.89M","","0.68"
"Pennsylvania RE","PEI","990.40K","737.64M","367.23M","","1.11"
"Perficient","PRFT","239.02K","965.62M","499.96M","49.15","0.85"
"Perry Ellis","PERY","87.98K","437.61M","888.00M","7.41","0.34"
"PetMed Express","PETS","664.52K","790.19M","281.53M","19.79","0.52"
"PGT Innovations","PGTI","483.74K","1.26B","570.50M","29.19","0.84"
"Phibro","PAHC","105.54K","2.01B","803.04M","31.56","0.93"
"Pinnacle","PNFP","522.27K","5.05B","534.63M","17.02","1.01"
"Pioneer Energy Services","PES","916.66K","273.75M","542.83M","","2.97"
"Piper Jaffray","PJC","75.21K","1.18B","838.67M","","1.51"
"Plexus","PLXS","156.62K","1.96B","2.77B","22.07","0.68"
"Powell Industries","POWL","56.05K","460.29M","408.77M","","1.35"
"Power Integrations","POWI","162.99K","2.14B","432.06M","32.96","0.9"
"PRA Group Inc","PRAA","407.16K","1.71B","851.38M","24.76","1.63"
"ProAssurance","PRA","484.26K","2.55B","897.25M","27.68","0.59"
"Progress","PRGS","514.27K","1.78B","403.54M","35.34","0.77"
"Proto Labs","PRLB","143.80K","3.91B","399.69M","69.14","1.15"
"Provident","PFS","164.56K","1.73B","201.79M","17.11","0.77"
"PS Business Parks","PSB","88.48K","3.53B","407.90M","22.78","0.49"
"Quaker Chemical","KWR","38.15K","2.36B","858.01M","62.46","1.36"
"Quality Systems","QSII","327.16K","1.44B","533.31M","550.17","0.58"
"Qualys","QLYS","272.04K","3.41B","255.43M","90.86","1.13"
"Quanex Building Products","NX","189.52K","597.79M","867.40M","24.9","0.71"
"QuinStreet","QNST","634.94K","744.72M","404.35M","51.11","0.95"
"Quorum Health","QHC","361.97K","133.45M","1.97B","",""
"Rambus","RMBS","923.63K","1.26B","303.91M","","0.19"
"Raven","RAVN","132.08K","1.68B","410.98M","31.11","1.56"
"Rayonier Advanced Materials","RYAM","760.69K","1.07B","1.62B","4.62","3.45"
"Re Max Holding","RMAX","115.85K","874.89M","205.80M","16.27","0.46"
"Red Robin Gourmet Burgers","RRGB","337.53K","528.59M","1.38B","29.99","0.36"
"Regis","RGS","205.92K","975.12M","1.21B","7.68","1.37"
"Rent-A-Center","RCII","1.69M","788.16M","2.64B","","0.62"
"Repligen","RGEN","273.07K","2.29B","170.75M","172.68","0.68"
"Resources Connection","RECN","120.65K","499.59M","654.13M","27.22","1.05"
"Retail Opportunity","ROIC","1.17M","2.21B","287.45M","64.26","0.59"
"REX American Resources","REX","33.82K","504.08M","460.25M","17.34","1.1"
"RLI","RLI","143.04K","3.41B","809.33M","48.33","1.26"
"Roadrunner","RRTS","902.75K","55.45M","2.21B","","0.74"
"Rogers","ROG","113.70K","2.46B","845.08M","39.74","1.49"
"RR Donnelley & Sons","RRD","1.03M","360.45M","7.05B","13.7","1.31"
"Rudolph","RTEC","206.83K","872.48M","277.58M","15.87","0.85"
"Ruth's Hospitality","RUTH","249.57K","966.28M","435.44M","27","0.33"
"S&T Bancorp","STBA","95.44K","1.64B","165.65M","17.9","0.6"
"Sabra","SBRA","1.99M","4.14B","610.66M","11.04","0.59"
"Safety Insurance","SAFT","46.63K","1.46B","838.42M","23.03","0.56"
"Saia","SAIA","218.60K","1.99B","1.52B","25.41","0.78"
"Sanderson Farms","SAFM","563.59K","2.43B","3.36B","17.76","0.26"
"Sanmina","SANM","991.17K","2.08B","6.99B","24.81","0.45"
"Saul Centers","BFS","37.87K","1.32B","225.70M","39.32","0.65"
"ScanSource","SCSC","99.74K","1.09B","3.77B","22.54","0.89"
"Scholastic","SCHL","130.00K","1.46B","1.63B","3679.82","0.67"
"Schweitzer-Mauduit","SWM","138.09K","1.23B","1.03B","12.9","1.33"
"Scientific Games","SGMS","947.55K","2.81B","3.25B","","2.47"
"SEACOR","CKH","128.29K","951.82M","745.33M","17.3","0.81"
"Select Medical","SEM","549.58K","2.63B","4.76B","20.83","1.33"
"Selective","SIGI","177.02K","3.74B","2.54B","21.74","1.24"
"Semtech","SMTC","557.70K","3.31B","574.47M","40","1.39"
"Seneca Foods A","SENEA","15.79K","299.27M","1.66B","","0.99"
"ServisFirst Bancshares","SFBS","150.50K","2.31B","162.74M","20.18","1.25"
"Shoe Carnival","SCVL","255.89K","568.63M","1.28B","18.86","0.7"
"Shutterstock","SSTK","211.32K","1.81B","602.49M","42.57","1.38"
"Simmons First National","SFNC","534.96K","2.89B","398.99M","18.72","1.09"
"Simpson Manufacturing","SSD","276.20K","3.44B","1.05B","31.61","1.59"
"SkyWest","SKYW","273.85K","3.27B","3.22B","14.08","1.65"
"Sleep Number","SL2","0.14K","959.82M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.24B","435.41M","22.96","1.54"
"Sonic Automotive","SAH","211.26K","939.65M","10.08B","13.83","1.64"
"South Jersey Industries","SJI","712.59K","2.85B","1.32B","","0.54"
"Southside","SBSI","163.06K","1.26B","134.61M","18.6","0.75"
"SpartanNash Co","SPTN","299.72K","766.93M","8.11B","","1.22"
"Spectrum","SPPI","1.33M","2.51B","119.64M","","1.89"
"Spire","SR","267.30K","3.83B","1.98B","21.32","0.04"
"Spok Holdings","SPOK","95.76K","303.55M","171.15M","51.42","0.36"
"SPS Commerce","SPSC","147.37K","1.66B","234.53M","168.97","0.72"
"SPX Corp","SPXC","207.44K","1.47B","1.47B","12.12","1.56"
"SPX FLOW Inc","FLOW","208.04K","2.07B","2.04B","32.76",""
"Stage Stores","SSI","182.44K","59.57M","1.65B","","0.57"
"Stampscom","STMP","384.31K","4.23B","520.72M","22.87","-0.03"
"Standard Motor Products","SMP","93.07K","1.14B","1.07B","22.52","1.66"
"Standex","SXI","35.66K","1.41B","857.96M","26.81","1.48"
"Stein Mart","SMRT","520.78K","126.86M","1.31B","","-1.1"
"Stepan","SCL","99.13K","1.97B","1.98B","18.95","1.18"
"Sterling Bancorp","STL","1.93M","5.16B","642.84M","17.89","0.96"
"Steven Madden","SHOO","476.25K","3.43B","1.59B","27.44","0.48"
"Stewart Info Services","STC","102.49K","1.07B","1.96B","28.13","0.75"
"Strategic Education","STRA","93.12K","1.53B","458.36M","59.02","0.83"
"Sturm Ruger&Company","RGR","166.34K","1.05B","482.62M","22.35","-0.02"
"Summit Hotel Properties","INN","566.23K","1.43B","560.76M","25.44","1.16"
"SunCoke Energy","SXC","370.56K","719.13M","1.42B","161.06","1.02"
"Super Micro Computer","SMCI","512.88K","839.47M","717.87M","12.2","0.23"
"Superior Industries","SUP","171.70K","544.17M","1.47B","","1.25"
"Supernus","SUPN","659.85K","2.34B","358.81M","24.88","0.88"
"Supervalu","SVU","1.71M","1.24B","14.91B","29.86","1.25"
"SurModics","SRDX","32.27K","992.02M","78.36M","","0.61"
"Sykes","SYKE","145.07K","1.25B","1.64B","22.65","0.75"
"Synchronoss Tech","SNCR","1.01M","243.84M","357.73M","","0.58"
"Synergy Resources","SRCI","443.33K","2.35B","536.74M","10.56","1.84"
"Tailored Brands","TLRD","1.65M","1.09B","3.34B","10.16","1.69"
"Take-Two","TTWO","2.20M","14.88B","2.18B","80.77","0.92"
"Team","TISI","348.41K","749.04M","1.25B","","1.76"
"Tennant","TNC","95.84K","1.37B","1.11B","73.27","0.83"
"Tetra Tech","TTEK","270.35K","3.87B","2.18B","29.9","0.99"
"Tetra Technologies","TTI","683.37K","610.80M","903.45M","48.43","0.87"
"Texas Capital","TCBI","471.03K","4.66B","577.95M","18.27","1.79"
"The Andersons","ANDE","139.16K","1.14B","3.39B","62.1","1.33"
"The Childrens Place","PLCE","392.35K","2.26B","1.95B","19.48","0.39"
"The Ensign","ENSG","249.64K","2.01B","1.95B","27.89","0.66"
"The Medicines","MDCO","1.51M","2.88B","34.91M","","0.77"
"The Navigators","NAVG","101.93K","2.07B","1.40B","25.93","0.52"
"The Providence Service","PRSC","86.77K","856.56M","1.63B","53.02","0.68"
"Tidewater","TDW","256.04K","818.03M","412.10M","","2.08"
"Tile Shop","TTS","993.54K","419.01M","347.04M","47.77","1.86"
"Timkensteel Corp","TMST","353.22K","597.88M","1.47B","","1.78"
"Titan","TWI","386.71K","443.24M","1.60B","","1.53"
"Tivity Health","TVTY","437.82K","1.31B","578.85M","17.9","0.55"
"TiVo","TIVO","1.54M","1.61B","774.84M","40.01","-0.57"
"Tompkins","TMP","7.08K","1.35B","161.27M","17.44","0.84"
"Topbuild Corp","BLD","288.17K","2.49B","2.09B","21.28",""
"Tredegar","TG","115.08K","692.06M","989.50M","37.93","1.32"
"Trex","TREX","402.61K","4.89B","640.30M","39.78","2.38"
"TrueBlue","TBI","243.78K","1.19B","2.50B","18.03","1.88"
"TrustCo Bank NY","TRST","311.34K","907.49M","97.49M","16.42","1.02"
"TTEC","TTEC","55.56K","1.17B","1.51B","","0.88"
"TTM","TTMI","913.36K","1.88B","2.79B","10.18","1.87"
"Tuesday Morning","TUES","259.67K","149.02M","999.51M","","1.45"
"U S Concrete","USCR","349.30K","818.19M","1.43B","24.94","1.05"
"UMB Financial","UMBF","236.14K","3.81B","549.96M","17.77","0.8"
"Unifi","UFI","57.87K","601.96M","678.91M","19.52","0.67"
"Unifirst","UNF","63.45K","3.50B","1.67B","33.43","0.57"
"Unit","UNT","365.94K","1.48B","801.77M","57.07","3.01"
"United Bankshares","UBSI","725.70K","4.11B","412.39M","17.27","1.08"
"United Community Banks","UCBI","493.37K","2.44B","283.25M","18.09","0.91"
"United Fire","UFCS","90.11K","1.26B","1.07B","56.19","0.55"
"United Insurances","UIHC","162.95K","889.85M","717.00M","59.95","1.69"
"Universal","UVV","233.46K","1.50B","2.13B","15.2","1.03"
"Universal Electronics","UEIC","90.04K","597.49M","684.02M","25.77","1.16"
"Universal Forest","UFPI","306.86K","2.28B","4.31B","15.02","1.87"
"Universal Health RI","UHT","32.73K","1.02B","75.10M","40.14","0.32"
"Universal Insurance","UVE","206.15K","1.58B","792.84M","11.67","1.8"
"Urstadt Biddle Properties","UBA","102.20K","867.87M","134.60M","42.69","0.3"
"US Ecology","ECOL","97.67K","1.59B","524.72M","42.2","0.58"
"US Physicalrapy","USPH","52.82K","1.48B","435.67M","84.97","1.09"
"US Silica","SLCA","1.99M","1.72B","1.50B","14.51","2.24"
"Veeco","VECO","723.52K","490.35M","591.65M","","0.56"
"Vera Bradley","VRA","334.69K","528.85M","445.10M","45.7","0.33"
"Veritiv Cor","VRTV","63.86K","757.45M","8.61B","388.51","0.48"
"Viad","VVI","58.82K","1.25B","1.95B","24.42","0.68"
"Viavi Solutions","VIAV","2.45M","2.57B","880.40M","","0.99"
"Vicor","VICR","112.49K","2.34B","255.13M","182.13","0.98"
"Virtus","VRTS","61.07K","926.94M","513.65M","13.98","1.51"
"Virtusa","VRTU","221.45K","1.69B","1.09B","174.78","1.24"
"Vitamin Shoppe","VSI","594.72K","328.32M","1.15B","","0.67"
"Wabash National","WNC","413.50K","1.07B","2.07B","8.13","1.86"
"WageWorks","WAGE","301.00K","2.05B","235.62M","44.87","1.38"
"Walker&Dunlop","WD","181.34K","1.73B","712.59M","11.54","0.67"
"Watts Water Technologies","WTS","118.45K","2.84B","1.52B","25.25","1.05"
"WD-40","WDFC","60.92K","2.40B","402.45M","42.59","0.58"
"Westamerica Bancorporation","WABC","95.13K","1.71B","93.82M","25.32","1.02"
"Winnebago Industries","WGO","587.08K","1.17B","1.94B","11.96","1.69"
"Wintrust","WTFC","353.73K","5.10B","726.16M","17.6","0.79"
"Wolverine","WWW","591.92K","3.66B","2.26B","52.94","1.01"
"World Acceptance","WRLD","111.75K","1.08B","542.59M","15.04","2.89"
"WWE","WWE","1.18M","6.29B","867.18M","105.88","0.97"
"XO","XOXO","194.88K","786.75M","164.03M","49.86","0.88"
"Xperi","XPER","599.71K","795.37M","344.64M","","0.54"
"Zumiez","ZUMZ","383.79K","764.10M","952.55M","26.35","1.05"
